([(0 -5.211823783180378e-01)] -4.334688999840722e+01)
([(0 1.513038534345924e+00)] -2.706483950823677e+01)
([(0 -8.158153317251120e-01)] -4.604823189437161e+01)
([(0 9.152467243583757e-01)] -3.142026537314746e+01)
([(0 1.030956766883328e+00)] -3.054932765605226e+01)
([(0 5.538651289744934e-01)] -3.422655394123306e+01)
([(0 1.547332799968110e+00)] -2.682581484416892e+01)
([(0 4.344711500463092e+00)] -1.128923550416114e+01)
([(0 2.648745431077316e+00)] -1.977461426213858e+01)
([(0 1.032007784103989e+00)] -3.054147811531099e+01)
([(0 5.819843638596112e-01)] -3.400351005405113e+01)
([(0 -1.525071673593324e+00)] -5.290705527731090e+01)
([(0 -2.044875898317471e+00)] -5.825322810242763e+01)
([(0 1.431856205758827e+00)] -2.763535259500429e+01)
([(0 3.780868969050687e+00)] -1.379112309060365e+01)
([(0 3.013369563173342e+00)] -1.770758102212563e+01)
([(0 1.742426610593384e-01)] -3.731514188043143e+01)
([(0 -3.193648611974361e+00)] -7.102673317713423e+01)
([(0 -1.350004970695970e+00)] -5.116732320833694e+01)
([(0 -1.374061684263275e+00)] -5.140457131928733e+01)
([(0 2.310732482211364e-01)] -3.684359906011136e+01)
([(0 1.420217005859648e+00)] -2.771768786902875e+01)
([(0 -6.016302934454529e+00)] -1.080175496893959e+02)
([(0 -3.654767250170678e-01)] -4.195436302787896e+01)
([(0 2.637249153193338e+00)] -1.984194799283540e+01)
([(0 -2.772810354539949e+00)] -6.619415089168083e+01)
([(0 6.697887527595299e-01)] -3.331212833517486e+01)
([(0 -1.474115287989761e-01)] -4.004488732117201e+01)
([(0 2.730367804007372e-01)] -3.649748615528882e+01)
([(0 -2.689197319299907e-01)] -4.110300087948485e+01)
([(0 -1.072099795400305e-01)] -3.969805606291602e+01)
([(0 3.400885353883943e+00)] -1.565650933408693e+01)
([(0 3.728044883940946e+00)] -1.404180206181038e+01)
([(0 2.636285684297313e+00)] -1.984759703505760e+01)
([(0 1.222121136834055e+00)] -2.913978462042810e+01)
([(0 -3.646419454416609e+00)] -7.642377702828442e+01)
([(0 4.047450681216773e+00)] -1.256862196506778e+01)
([(0 1.216652490295687e+00)] -2.917959972052730e+01)
([(0 -5.866940774218818e-01)] -4.394002887529624e+01)
([(0 -3.122221778206551e+00)] -7.019404377787859e+01)
([(0 2.213572988910606e+00)] -2.241560652984646e+01)
([(0 2.178573276214969e+00)] -2.263624215906106e+01)
([(0 2.250559657065189e+00)] -2.218377654691987e+01)
([(0 6.245322040535797e-01)] -3.366752074946387e+01)
([(0 -4.242286055087582e+00)] -8.383895120180902e+01)
([(0 3.844335131954111e+00)] -1.349363192874766e+01)
([(0 7.534325762140526e-01)] -3.266067767260012e+01)
([(0 -1.126354028931573e+00)] -4.898937019213285e+01)
([(0 1.833696247673927e+00)] -2.487582710610763e+01)
([(0 3.961999851178930e+00)] -1.295274692231931e+01)
([(0 -4.356975202206144e-01)] -4.257936933340770e+01)
([(0 4.324344790508803e+00)] -1.137407246124477e+01)
([(0 2.008162107502251e+00)] -2.372800385820410e+01)
([(0 7.174174154077662e-01)] -3.294032008996845e+01)
([(0 -1.534233822345691e+00)] -5.299894844772238e+01)
([(0 1.161230893349412e-01)] -3.780072027356063e+01)
([(0 7.678743854622070e+00)] -2.993255075129799e+00)
([(0 3.550529056229642e+00)] -1.490465555858281e+01)
([(0 1.865496219044452e+00)] -2.466434445672602e+01)
([(0 -6.799360003014172e-01)] -4.479163673178427e+01)
([(0 2.097118285826177e+00)] -2.315447136982005e+01)
([(0 -5.230755884564076e-02)] -3.922700653751343e+01)
([(0 9.493490042515589e-01)] -3.116218947676775e+01)
([(0 2.660935910531570e+00)] -1.970335896742918e+01)
([(0 -1.501035889156910e+00)] -5.266638367507155e+01)
([(0 2.114802339350810e+00)] -2.304139882974923e+01)
([(0 -3.420115240305833e+00)] -7.370059791805500e+01)
([(0 1.153872303085237e+00)] -2.963882031665839e+01)
([(0 -1.040164473460919e+00)] -4.816339333731221e+01)
([(0 4.349733587545046e-01)] -3.517835160896908e+01)
([(0 1.847880013388910e+00)] -2.478137440510466e+01)
([(0 -7.290927394045141e-01)] -4.524410064323384e+01)
([(0 -1.210088524461611e+00)] -4.979893382340981e+01)
([(0 -1.000452061939569e+00)] -4.778531893757518e+01)
([(0 -4.404086571708916e-01)] -4.262147772557739e+01)
([(0 -1.309250704956547e+00)] -5.076672394331454e+01)
([(0 1.788075615390561e+00)] -2.518098871932669e+01)
([(0 6.133066708738497e+00)] -5.457210849610297e+00)
([(0 3.253850275072061e+00)] -1.641706771515003e+01)
([(0 2.218030269039467e+00)] -2.238759609732147e+01)
([(0 -4.194984650695233e-02)] -3.913847783708935e+01)
([(0 1.838862931627347e+00)] -2.484139776879340e+01)
([(0 6.469445781264021e+00)] -4.717599464582531e+00)
([(0 -2.367071538328105e+00)] -6.170264615653966e+01)
([(0 1.626049656111654e+00)] -2.628162091209064e+01)
([(0 1.813620817076583e+00)] -2.500985753588510e+01)
([(0 5.007380950601117e+00)] -8.755218159081267e+00)
([(0 -1.383498160817815e+00)] -5.149779219441385e+01)
([(0 1.503795896945910e+00)] -2.712946017276473e+01)
([(0 -3.847448950873300e-01)] -4.212537017235947e+01)
([(0 -3.786413149453551e-01)] -4.207116004669658e+01)
([(0 -1.884586515452078e+00)] -5.657584279542385e+01)
([(0 -7.553656917452543e-01)] -4.548692129093683e+01)
([(0 -3.835270770141655e+00)] -7.873547673332483e+01)
([(0 2.302164438081931e+00)] -2.186260707325742e+01)
([(0 1.531311435736200e+00)] -2.693733439981982e+01)
([(0 8.144416799762908e-01)] -3.218992759221211e+01)
([(0 -1.611318893505199e+00)] -5.377540913004688e+01)
([(0 -3.234164514696737e+00)] -7.150133267595334e+01)
([(0 2.062702080938834e-01)] -3.704900117754482e+01)
([(0 1.904120524009713e+00)] -2.440883727786424e+01)
([(0 1.647790129227381e+00)] -2.613241430352614e+01)
([(0 1.390771988626582e+00)] -2.792658570581751e+01)
([(0 1.845146377344918e+00)] -2.479956261645202e+01)
([(0 -8.015610317152877e-01)] -4.591554306033147e+01)
([(0 2.194756825592506e+00)] -2.253406999117543e+01)
([(0 5.367294008221890e+00)] -7.562947662430525e+00)
([(0 -3.394970304088218e-01)] -4.172437812227247e+01)
([(0 7.604785503461287e-01)] -3.260612038179546e+01)
([(0 4.146066330257973e+00)] -1.213439344722592e+01)
([(0 -3.492641664063783e-01)] -4.181076239039128e+01)
([(0 2.716022382627742e+00)] -1.938322278610092e+01)
([(0 -1.786961532764565e+00)] -5.556681303525822e+01)
([(0 6.163811206337115e+00)] -5.384913286787313e+00)
([(0 -3.884430412776396e-01)] -4.215823409598774e+01)
([(0 5.642770725965200e+00)] -6.737903809170007e+00)
