([(0 2) (0 2) (0 2) (0 2) (0 2) (0 1) (0 2) (0 2) (0 2) (0 2) (0 2) (0 0) (0 2) (0 2) (0 2) (0 1)] -6.199802903127477e+01)
([(0 1) (0 2) (0 2) (0 2) (0 2) (0 0) (0 1) (0 2) (0 2) (0 2) (0 2) (0 2) (0 2) (0 2) (0 2) (0 2)] -4.489802903127476e+01)
([(0 2) (0 2) (0 2) (0 0) (0 2) (0 2) (0 1) (0 0) (0 1) (0 2) (0 2) (0 2) (0 2) (0 2) (0 2) (0 2)] -5.379802903127477e+01)
([(0 0) (0 1) (0 2) (0 0) (0 2) (0 2) (0 2) (0 0) (0 1) (0 2) (0 1) (0 0) (0 2) (0 2) (0 1) (0 2)] -6.884802903127476e+01)
([(0 2) (0 2) (0 2) (0 2) (0 0) (0 2) (0 2) (0 0) (0 1) (0 2) (0 2) (0 0) (0 0) (0 2) (0 2) (0 2)] -6.864802903127476e+01)
([(0 0) (0 2) (0 2) (0 0) (0 1) (0 0) (0 2) (0 2) (0 2) (0 0) (0 2) (0 2) (0 2) (0 2) (0 2) (0 0)] -4.653302903127476e+01)
([(0 0) (0 2) (0 2) (0 0) (0 1) (0 0) (0 2) (0 2) (0 0) (0 1) (0 0) (0 2) (0 1) (0 1) (0 2) (0 0)] -4.630302903127477e+01)
([(0 2) (0 2) (0 2) (0 2) (0 2) (0 2) (0 2) (0 2) (0 0) (0 2) (0 1) (0 1) (0 0) (0 1) (0 2) (0 0)] -6.064802903127477e+01)
([(0 2) (0 2) (0 2) (0 0) (0 0) (0 1) (0 2) (0 1) (0 2) (0 2) (0 2) (0 2) (0 0) (0 1) (0 2) (0 0)] -4.904802903127477e+01)
([(0 1) (0 2) (0 2) (0 2) (0 2) (0 2) (0 2) (0 2) (0 2) (0 2) (0 2) (0 0) (0 1) (0 2) (0 2) (0 0)] -6.709802903127475e+01)
([(0 2) (0 2) (0 2) (0 0) (0 2) (0 2) (0 1) (0 2) (0 2) (0 2) (0 2) (0 2) (0 2) (0 2) (0 2) (0 2)] -5.449802903127477e+01)
([(0 0) (0 1) (0 2) (0 1) (0 2) (0 2) (0 2) (0 0) (0 1) (0 0) (0 1) (0 1) (0 1) (0 2) (0 2) (0 2)] -6.330802903127477e+01)
([(0 2) (0 2) (0 1) (0 2) (0 1) (0 2) (0 2) (0 1) (0 0) (0 1) (0 1) (0 2) (0 2) (0 2) (0 2) (0 2)] -5.565302903127476e+01)
([(0 2) (0 2) (0 2) (0 2) (0 2) (0 2) (0 1) (0 2) (0 2) (0 2) (0 1) (0 1) (0 2) (0 2) (0 2) (0 2)] -5.994802903127476e+01)
([(0 2) (0 2) (0 2) (0 2) (0 2) (0 2) (0 2) (0 2) (0 2) (0 0) (0 2) (0 2) (0 2) (0 1) (0 2) (0 0)] -5.505802903127477e+01)
([(0 1) (0 0) (0 1) (0 2) (0 2) (0 2) (0 2) (0 0) (0 2) (0 2) (0 2) (0 2) (0 0) (0 0) (0 2) (0 2)] -5.999802903127478e+01)
([(0 1) (0 1) (0 1) (0 1) (0 2) (0 1) (0 1) (0 0) (0 1) (0 2) (0 0) (0 2) (0 1) (0 2) (0 2) (0 2)] -4.929802903127476e+01)
([(0 2) (0 1) (0 2) (0 1) (0 0) (0 1) (0 1) (0 2) (0 2) (0 2) (0 0) (0 1) (0 0) (0 2) (0 2) (0 2)] -5.554802903127477e+01)
([(0 1) (0 2) (0 2) (0 1) (0 2) (0 2) (0 2) (0 2) (0 1) (0 1) (0 1) (0 2) (0 1) (0 2) (0 0) (0 2)] -5.367802903127476e+01)
([(0 2) (0 1) (0 0) (0 2) (0 1) (0 1) (0 2) (0 2) (0 2) (0 2) (0 0) (0 1) (0 0) (0 1) (0 2) (0 2)] -5.927302903127477e+01)
