([(0 1) (0 2) (0 2) (0 2) (0 2) (0 0) (0 0) (0 2) (0 2) (0 0) (0 2) (0 2) (0 2) (0 2) (0 0) (0 1)] -4.453821884102895e+01)
([(0 1) (0 2) (0 2) (0 2) (0 1) (0 0) (0 0) (0 0) (0 2) (0 1) (0 2) (0 2) (0 1) (0 2) (0 2) (0 1)] -4.448643498519381e+01)
([(0 2) (0 2) (0 2) (0 1) (0 2) (0 0) (0 1) (0 0) (0 1) (0 0) (0 2) (0 2) (0 2) (0 2) (0 0) (0 1)] -4.414668868671559e+01)
([(0 1) (0 2) (0 2) (0 1) (0 0) (0 0) (0 0) (0 1) (0 1) (0 1) (0 2) (0 2) (0 2) (0 0) (0 1) (0 1)] -4.355385326123623e+01)
([(0 2) (0 2) (0 2) (0 2) (0 2) (0 0) (0 0) (0 1) (0 2) (0 2) (0 2) (0 2) (0 2) (0 0) (0 0) (0 1)] -4.293947469899390e+01)
([(0 1) (0 2) (0 1) (0 2) (0 1) (0 0) (0 0) (0 2) (0 0) (0 1) (0 2) (0 2) (0 0) (0 2) (0 0) (0 1)] -4.418467760442596e+01)
([(0 2) (0 1) (0 2) (0 0) (0 0) (0 1) (0 0) (0 2) (0 1) (0 2) (0 2) (0 2) (0 2) (0 0) (0 1) (0 0)] -4.663335989438695e+01)
([(0 2) (0 2) (0 0) (0 1) (0 0) (0 1) (0 1) (0 1) (0 2) (0 2) (0 2) (0 2) (0 2) (0 2) (0 0) (0 1)] -4.760098460945007e+01)
([(0 1) (0 2) (0 2) (0 2) (0 0) (0 1) (0 0) (0 1) (0 0) (0 2) (0 2) (0 2) (0 2) (0 2) (0 0) (0 1)] -4.816659464339587e+01)
([(0 2) (0 2) (0 2) (0 2) (0 0) (0 1) (0 0) (0 1) (0 2) (0 1) (0 2) (0 2) (0 2) (0 1) (0 2) (0 0)] -4.866225983676749e+01)
([(0 2) (0 1) (0 1) (0 2) (0 2) (0 0) (0 1) (0 0) (0 2) (0 0) (0 2) (0 2) (0 2) (0 2) (0 0) (0 1)] -4.722899685426057e+01)
([(0 2) (0 2) (0 2) (0 2) (0 2) (0 0) (0 1) (0 0) (0 1) (0 2) (0 2) (0 2) (0 2) (0 2) (0 0) (0 1)] -4.455333364060516e+01)
([(0 1) (0 1) (0 2) (0 1) (0 1) (0 1) (0 0) (0 1) (0 2) (0 2) (0 2) (0 1) (0 1) (0 2) (0 0) (0 1)] -5.047060558757978e+01)
([(0 2) (0 1) (0 2) (0 2) (0 1) (0 0) (0 1) (0 0) (0 2) (0 0) (0 2) (0 2) (0 2) (0 0) (0 2) (0 2)] -4.722606327261199e+01)
([(0 1) (0 0) (0 2) (0 2) (0 0) (0 0) (0 0) (0 1) (0 2) (0 2) (0 1) (0 2) (0 0) (0 1) (0 2) (0 2)] -4.537065872764718e+01)
([(0 2) (0 2) (0 0) (0 2) (0 1) (0 0) (0 1) (0 0) (0 2) (0 2) (0 2) (0 2) (0 2) (0 1) (0 0) (0 0)] -4.650056071081678e+01)
([(0 0) (0 1) (0 0) (0 2) (0 0) (0 1) (0 0) (0 1) (0 1) (0 0) (0 1) (0 2) (0 1) (0 2) (0 0) (0 0)] -4.937818338915175e+01)
([(0 1) (0 2) (0 2) (0 1) (0 0) (0 0) (0 0) (0 1) (0 2) (0 2) (0 1) (0 2) (0 2) (0 0) (0 2) (0 1)] -4.549159465316603e+01)
([(0 0) (0 2) (0 1) (0 1) (0 0) (0 0) (0 0) (0 1) (0 2) (0 0) (0 2) (0 2) (0 2) (0 2) (0 1) (0 0)] -4.656845876051370e+01)
([(0 2) (0 2) (0 2) (0 0) (0 1) (0 0) (0 1) (0 0) (0 0) (0 1) (0 2) (0 1) (0 2) (0 2) (0 0) (0 2)] -4.879102562760421e+01)
([(0 2) (0 1) (0 0) (0 2) (0 1) (0 0) (0 2) (0 2) (0 0) (0 2) (0 2) (0 1) (0 1) (0 2) (0 2) (0 0)] -5.212968177296452e+01)
([(0 2) (0 0) (0 2) (0 2) (0 2) (0 0) (0 0) (0 1) (0 2) (0 0) (0 1) (0 2) (0 0) (0 2) (0 2) (0 0)] -4.507546536557185e+01)
([(0 1) (0 2) (0 1) (0 2) (0 1) (0 0) (0 0) (0 1) (0 2) (0 2) (0 1) (0 2) (0 2) (0 2) (0 0) (0 0)] -4.512338586507822e+01)
([(0 2) (0 2) (0 0) (0 2) (0 2) (0 1) (0 0) (0 1) (0 2) (0 2) (0 2) (0 2) (0 2) (0 2) (0 0) (0 1)] -4.738779019769061e+01)
([(0 2) (0 2) (0 2) (0 2) (0 0) (0 0) (0 0) (0 1) (0 1) (0 1) (0 1) (0 2) (0 2) (0 2) (0 0) (0 1)] -4.500108992414519e+01)
([(0 2) (0 0) (0 2) (0 0) (0 1) (0 1) (0 0) (0 0) (0 2) (0 2) (0 2) (0 1) (0 2) (0 2) (0 0) (0 2)] -5.388219533558486e+01)
([(0 1) (0 2) (0 2) (0 1) (0 2) (0 0) (0 1) (0 0) (0 2) (0 2) (0 2) (0 2) (0 1) (0 2) (0 0) (0 1)] -4.384123884100519e+01)
([(0 1) (0 0) (0 1) (0 0) (0 1) (0 0) (0 1) (0 0) (0 1) (0 2) (0 2) (0 2) (0 2) (0 0) (0 0) (0 1)] -4.466790783005288e+01)
([(0 1) (0 2) (0 2) (0 2) (0 2) (0 0) (0 1) (0 0) (0 2) (0 2) (0 2) (0 2) (0 1) (0 1) (0 2) (0 0)] -4.449016079277524e+01)
([(0 2) (0 0) (0 2) (0 2) (0 0) (0 0) (0 2) (0 0) (0 2) (0 2) (0 2) (0 2) (0 2) (0 0) (0 1) (0 0)] -4.925005756052864e+01)
([(0 2) (0 0) (0 1) (0 2) (0 0) (0 1) (0 0) (0 1) (0 2) (0 2) (0 0) (0 2) (0 2) (0 2) (0 2) (0 0)] -5.134317427522826e+01)
([(0 1) (0 2) (0 2) (0 2) (0 2) (0 1) (0 0) (0 1) (0 2) (0 2) (0 2) (0 2) (0 2) (0 1) (0 1) (0 0)] -4.528550145425431e+01)
([(0 2) (0 2) (0 2) (0 0) (0 1) (0 0) (0 0) (0 1) (0 0) (0 1) (0 1) (0 2) (0 2) (0 2) (0 1) (0 2)] -4.231087309874418e+01)
([(0 1) (0 2) (0 0) (0 1) (0 0) (0 1) (0 0) (0 2) (0 2) (0 2) (0 2) (0 2) (0 2) (0 1) (0 1) (0 0)] -4.778644155233355e+01)
([(0 1) (0 2) (0 1) (0 2) (0 0) (0 0) (0 0) (0 2) (0 0) (0 1) (0 0) (0 2) (0 2) (0 1) (0 2) (0 1)] -4.673894974040213e+01)
([(0 0) (0 2) (0 2) (0 1) (0 2) (0 1) (0 0) (0 1) (0 2) (0 2) (0 2) (0 2) (0 2) (0 2) (0 0) (0 0)] -4.586995897506560e+01)
([(0 1) (0 1) (0 1) (0 1) (0 1) (0 0) (0 0) (0 1) (0 2) (0 2) (0 0) (0 2) (0 2) (0 2) (0 2) (0 1)] -4.515114388132053e+01)
([(0 1) (0 1) (0 1) (0 2) (0 0) (0 0) (0 1) (0 2) (0 2) (0 2) (0 2) (0 2) (0 2) (0 1) (0 2) (0 1)] -4.563668276252802e+01)
([(0 2) (0 2) (0 2) (0 2) (0 1) (0 0) (0 0) (0 2) (0 0) (0 1) (0 2) (0 2) (0 1) (0 2) (0 2) (0 0)] -4.439502221218544e+01)
([(0 1) (0 0) (0 1) (0 2) (0 0) (0 1) (0 0) (0 1) (0 2) (0 2) (0 1) (0 2) (0 2) (0 2) (0 0) (0 1)] -5.051182757874883e+01)
