([(0 1.759093648956295e+00)] -2.910029603802235e+01)
([(0 5.198127066282026e+00)] -1.302630558757588e+01)
([(0 4.728412867373734e+00)] -1.237028776358868e+01)
([(0 1.276023395470091e+00)] -4.089045578413480e+01)
([(0 4.119779566021606e+00)] -2.097195909580712e+01)
([(0 2.568798846115449e+00)] -2.440843121016407e+01)
([(0 2.513038244018162e-03)] -4.735612118880346e+01)
([(0 -9.943679555541749e-01)] -5.114039643793264e+01)
([(0 -4.813706415407488e+00)] -9.528490362503014e+01)
([(0 1.521656116360170e+00)] -3.589657239625610e+01)
([(0 -1.287077992100883e+00)] -5.636857762586563e+01)
([(0 8.117488697172206e-01)] -3.331761454248223e+01)
([(0 4.085255637754628e-01)] -3.753537966478270e+01)
([(0 2.796717644272192e+00)] -2.013640161157635e+01)
([(0 2.466797920579864e+00)] -3.036861889468641e+01)
([(0 2.737019513147573e+00)] -2.476501804224400e+01)
([(0 -2.847710728615738e-02)] -4.216935235555628e+01)
([(0 1.402440677266405e+00)] -2.926854951780018e+01)
([(0 6.548165397617986e+00)] -1.176375646132417e+01)
([(0 1.542977761081282e+00)] -3.032038063126704e+01)
([(0 4.532435720374991e+00)] -1.451604770363686e+01)
([(0 2.492378692221763e+00)] -2.190418120666243e+01)
([(0 1.880549838050563e+00)] -2.906055245330257e+01)
([(0 4.623670279108602e+00)] -1.145186697492666e+01)
([(0 1.250097813090321e-01)] -4.319302901359750e+01)
([(0 4.549862090396566e+00)] -1.559514685667948e+01)
([(0 4.129610765211567e+00)] -1.697292986746181e+01)
([(0 5.197768869337736e+00)] -1.146345204533500e+01)
([(0 -1.947661544193146e+00)] -5.812141141680148e+01)
([(0 1.546248983864203e+00)] -2.798551136489929e+01)
([(0 8.747716742497289e-01)] -3.283915346206211e+01)
([(0 6.020070021136519e-01)] -3.340477053793877e+01)
([(0 2.143928868608960e+00)] -3.627039346237390e+01)
([(0 2.740366260267528e+00)] -1.968131793725689e+01)
([(0 -1.008668685392315e+00)] -6.170522772817212e+01)
([(0 4.869377042340872e-01)] -4.751028766044621e+01)
([(0 -1.130717348842012e-01)] -4.106565016367946e+01)
([(0 -6.046976378307392e-01)] -4.905455518849691e+01)
([(0 4.257370237111147e-01)] -4.376184546631193e+01)
([(0 1.791528176542613e+00)] -2.330675593142947e+01)
([(0 2.092336931253818e+00)] -2.935852846095223e+01)
([(0 2.202489999440360e+00)] -2.543286850455295e+01)
([(0 -3.856182312682442e+00)] -7.968517356637777e+01)
([(0 2.841026024124105e+00)] -2.181218039812288e+01)
([(0 6.024452661519106e-01)] -3.524851910349349e+01)
([(0 5.988505876814173e+00)] -1.535998827911164e+01)
([(0 3.611322014847147e-01)] -5.224563899658114e+01)
([(0 2.246820684972754e+00)] -2.471078746751554e+01)
([(0 -3.286482396826003e-01)] -4.611952726770912e+01)
([(0 -1.505885998503594e+00)] -5.488036910737168e+01)
([(0 1.869386805747475e+00)] -2.580886392048546e+01)
([(0 1.139191292767002e+00)] -4.084788371085106e+01)
([(0 2.918079569135905e+00)] -2.076164359749665e+01)
([(0 4.208137559205078e+00)] -1.701907808101119e+01)
([(0 3.443356509852229e+00)] -2.060532583573544e+01)
([(0 -1.330102503197161e+00)] -5.191568142645354e+01)
([(0 1.827097415216429e+00)] -3.041151760352795e+01)
([(0 3.296629729300875e+00)] -1.743164260205773e+01)
([(0 3.724300017905868e+00)] -1.534089368438114e+01)
([(0 3.670909903698067e+00)] -2.120747612866429e+01)
([(0 3.322202502587487e+00)] -1.979574443882285e+01)
([(0 1.195206159285746e+00)] -3.276938480705202e+01)
([(0 1.735999945083229e+00)] -2.669482543859238e+01)
([(0 2.314306152057505e+00)] -2.798263210253386e+01)
([(0 2.144352722699594e+00)] -2.403810896402605e+01)
([(0 -3.319109131391258e-01)] -4.897077664817652e+01)
([(0 8.653163406120257e-01)] -3.606587228043603e+01)
([(0 1.458554605534431e+00)] -3.532924290367590e+01)
([(0 1.293184161873526e-01)] -4.114726740888173e+01)
([(0 4.614154760633454e+00)] -1.991309016299364e+01)
([(0 -3.716903219473529e+00)] -7.798959674277148e+01)
([(0 -1.848436291803019e+00)] -6.040110566360563e+01)
([(0 1.175113858280994e+00)] -3.061301343493947e+01)
([(0 -1.899795750812018e+00)] -5.708948383479517e+01)
([(0 6.064495140498636e-01)] -4.002098294508835e+01)
([(0 1.091221652846691e+00)] -3.122583531401922e+01)
([(0 -2.675280351998047e+00)] -6.677453338127069e+01)
([(0 -7.762263298787531e-01)] -4.667097341556158e+01)
([(0 -3.601592258880473e-01)] -4.293091642013144e+01)
([(0 2.707383240727921e+00)] -2.064580041590549e+01)
([(0 6.989642730784666e-01)] -5.166751275654320e+01)
([(0 3.011387796224504e+00)] -1.951259644031310e+01)
([(0 -2.531293405352109e+00)] -6.344991649131634e+01)
